path,label,speaker_id,fake_level,duration,source_dataset,synthesis_tool,text_id,reference_path
fake\tts_basic\8401\8401_8401_280380_000075_000000_000024.wav,fake,8401,1,15.425,LibriTTS,vits,8401_280380_000075_000000,train\real\LibriTTS\8401\8401_280380_000075_000000_008884.wav
fake\tts_basic\6446\6446_6446_57416_000034_000001_000025.wav,fake,6446,1,14.689,LibriTTS,vits,6446_57416_000034_000001,train\real\LibriTTS\6446\6446_57416_000034_000001_011681.wav
fake\tts_basic\4837\4837_4837_285896_000036_000001_000026.wav,fake,4837,1,8.817,LibriTTS,vits,4837_285896_000036_000001,train\real\LibriTTS\4837\4837_285896_000036_000001_009182.wav
fake\tts_basic\1054\1054_1054_143005_000083_000004_000027.wav,fake,1054,1,9.089,LibriTTS,vits,1054_143005_000083_000004,train\real\LibriTTS\1054\1054_143005_000083_000004_005116.wav
fake\tts_basic\5401\5401_5401_39508_000012_000001_000028.wav,fake,5401,1,13.249,LibriTTS,vits,5401_39508_000012_000001,train\real\LibriTTS\5401\5401_39508_000012_000001_013935.wav
fake\tts_basic\6505\6505_6505_231837_000014_000000_000029.wav,fake,6505,1,16.641,LibriTTS,vits,6505_231837_000014_000000,train\real\LibriTTS\6505\6505_231837_000014_000000_009835.wav
fake\tts_basic\4856\4856_4856_20410_000059_000001_000030.wav,fake,4856,1,20.961,LibriTTS,vits,4856_20410_000059_000001,train\real\LibriTTS\4856\4856_20410_000059_000001_013818.wav
fake\tts_basic\3361\3361_3361_130131_000028_000001_000031.wav,fake,3361,1,8.993,LibriTTS,vits,3361_130131_000028_000001,train\real\LibriTTS\3361\3361_130131_000028_000001_010144.wav
fake\tts_basic\3274\3274_3274_167022_000040_000000_000032.wav,fake,3274,1,9.745,LibriTTS,vits,3274_167022_000040_000000,train\real\LibriTTS\3274\3274_167022_000040_000000_014051.wav
fake\tts_basic\3551\3551_3551_7887_000026_000002_000033.wav,fake,3551,1,12.897,LibriTTS,vits,3551_7887_000026_000002,train\real\LibriTTS\3551\3551_7887_000026_000002_006694.wav
fake\tts_basic\8011\8011_8011_291458_000004_000000_000034.wav,fake,8011,1,30.433,LibriTTS,vits,8011_291458_000004_000000,train\real\LibriTTS\8011\8011_291458_000004_000000_003916.wav
fake\tts_basic\3157\3157_3157_119295_000036_000000_000035.wav,fake,3157,1,18.497,LibriTTS,vits,3157_119295_000036_000000,train\real\LibriTTS\3157\3157_119295_000036_000000_005935.wav
fake\tts_basic\4860\4860_4860_13185_000025_000004_000036.wav,fake,4860,1,22.849,LibriTTS,vits,4860_13185_000025_000004,train\real\LibriTTS\4860\4860_13185_000025_000004_005807.wav
fake\tts_basic\2960\2960_2960_155151_000003_000005_000037.wav,fake,2960,1,14.001,LibriTTS,vits,2960_155151_000003_000005,train\real\LibriTTS\2960\2960_155151_000003_000005_011287.wav
fake\tts_basic\8142\8142_8142_3966_000019_000001_000038.wav,fake,8142,1,9.425,LibriTTS,vits,8142_3966_000019_000001,train\real\LibriTTS\8142\8142_3966_000019_000001_001312.wav
fake\tts_basic\7294\7294_7294_92934_000016_000002_000039.wav,fake,7294,1,18.337,LibriTTS,vits,7294_92934_000016_000002,train\real\LibriTTS\7294\7294_92934_000016_000002_009005.wav
fake\tts_basic\8006\8006_8006_112593_000003_000003_000040.wav,fake,8006,1,24.897,LibriTTS,vits,8006_112593_000003_000003,train\real\LibriTTS\8006\8006_112593_000003_000003_002181.wav
fake\tts_basic\3728\3728_3728_105398_000072_000001_000041.wav,fake,3728,1,13.921,LibriTTS,vits,3728_105398_000072_000001,train\real\LibriTTS\3728\3728_105398_000072_000001_014614.wav
fake\tts_basic\7995\7995_7995_280250_000015_000000_000042.wav,fake,7995,1,12.849,LibriTTS,vits,7995_280250_000015_000000,train\real\LibriTTS\7995\7995_280250_000015_000000_001083.wav
fake\tts_basic\1283\1283_1283_129808_000033_000005_000043.wav,fake,1283,1,17.377,LibriTTS,vits,1283_129808_000033_000005,train\real\LibriTTS\1283\1283_129808_000033_000005_006941.wav
fake\tts_basic\5126\5126_5126_36956_000011_000002_000044.wav,fake,5126,1,14.481,LibriTTS,vits,5126_36956_000011_000002,train\real\LibriTTS\5126\5126_36956_000011_000002_010396.wav
fake\tts_basic\225\225_225_131276_000008_000001_000045.wav,fake,225,1,10.929,LibriTTS,vits,225_131276_000008_000001,train\real\LibriTTS\225\225_131276_000008_000001_003315.wav
fake\tts_basic\4860\4860_4860_13185_000035_000002_000046.wav,fake,4860,1,16.273,LibriTTS,vits,4860_13185_000035_000002,train\real\LibriTTS\4860\4860_13185_000035_000002_007624.wav
fake\tts_basic\4243\4243_4243_14929_000014_000004_000047.wav,fake,4243,1,17.218,LibriTTS,vits,4243_14929_000014_000004,train\real\LibriTTS\4243\4243_14929_000014_000004_009908.wav
fake\tts_basic\1777\1777_1777_142750_000005_000003_000048.wav,fake,1777,1,16.529,LibriTTS,vits,1777_142750_000005_000003,train\real\LibriTTS\1777\1777_142750_000005_000003_007992.wav
fake\tts_basic\205\205_205_123882_000022_000001_000049.wav,fake,205,1,12.401,LibriTTS,vits,205_123882_000022_000001,train\real\LibriTTS\205\205_123882_000022_000001_011024.wav
fake\tts_basic\6406\6406_6406_88089_000057_000002_000050.wav,fake,6406,1,8.625,LibriTTS,vits,6406_88089_000057_000002,train\real\LibriTTS\6406\6406_88089_000057_000002_005371.wav
fake\tts_basic\8771\8771_8771_294523_000005_000001_000051.wav,fake,8771,1,10.433,LibriTTS,vits,8771_294523_000005_000001,train\real\LibriTTS\8771\8771_294523_000005_000001_007613.wav
fake\tts_basic\7314\7314_7314_93277_000014_000002_000052.wav,fake,7314,1,14.609,LibriTTS,vits,7314_93277_000014_000002,train\real\LibriTTS\7314\7314_93277_000014_000002_002275.wav
fake\tts_basic\7982\7982_7982_245691_000075_000001_000053.wav,fake,7982,1,8.993,LibriTTS,vits,7982_245691_000075_000001,train\real\LibriTTS\7982\7982_245691_000075_000001_005440.wav
fake\tts_basic\6120\6120_6120_56179_000037_000001_000054.wav,fake,6120,1,10.177,LibriTTS,vits,6120_56179_000037_000001,train\real\LibriTTS\6120\6120_56179_000037_000001_005162.wav
fake\tts_basic\7705\7705_7705_101579_000038_000004_000055.wav,fake,7705,1,13.554,LibriTTS,vits,7705_101579_000038_000004,train\real\LibriTTS\7705\7705_101579_000038_000004_005851.wav
fake\tts_basic\6032\6032_6032_56222_000027_000003_000056.wav,fake,6032,1,21.633,LibriTTS,vits,6032_56222_000027_000003,train\real\LibriTTS\6032\6032_56222_000027_000003_011960.wav
fake\tts_basic\2654\2654_2654_158744_000022_000004_000057.wav,fake,2654,1,11.345,LibriTTS,vits,2654_158744_000022_000004,train\real\LibriTTS\2654\2654_158744_000022_000004_009739.wav
fake\tts_basic\7754\7754_7754_105383_000022_000000_000058.wav,fake,7754,1,16.289,LibriTTS,vits,7754_105383_000022_000000,train\real\LibriTTS\7754\7754_105383_000022_000000_001346.wav
fake\tts_basic\6499\6499_6499_87508_000036_000000_000059.wav,fake,6499,1,9.601,LibriTTS,vits,6499_87508_000036_000000,train\real\LibriTTS\6499\6499_87508_000036_000000_005757.wav
fake\tts_basic\7766\7766_7766_109658_000038_000001_000060.wav,fake,7766,1,10.209,LibriTTS,vits,7766_109658_000038_000001,train\real\LibriTTS\7766\7766_109658_000038_000001_001852.wav
fake\tts_basic\2294\2294_2294_169656_000006_000012_000061.wav,fake,2294,1,14.193,LibriTTS,vits,2294_169656_000006_000012,train\real\LibriTTS\2294\2294_169656_000006_000012_006170.wav
fake\tts_basic\4098\4098_4098_11546_000014_000000_000062.wav,fake,4098,1,14.353,LibriTTS,vits,4098_11546_000014_000000,train\real\LibriTTS\4098\4098_11546_000014_000000_013685.wav
fake\tts_basic\7995\7995_7995_280250_000015_000003_000063.wav,fake,7995,1,17.809,LibriTTS,vits,7995_280250_000015_000003,train\real\LibriTTS\7995\7995_280250_000015_000003_003245.wav
fake\tts_basic\5092\5092_5092_28465_000028_000002_000064.wav,fake,5092,1,25.249,LibriTTS,vits,5092_28465_000028_000002,train\real\LibriTTS\5092\5092_28465_000028_000002_002227.wav
fake\tts_basic\98\98_98_121658_000017_000000_000065.wav,fake,98,1,13.281,LibriTTS,vits,98_121658_000017_000000,train\real\LibriTTS\98\98_121658_000017_000000_012247.wav
fake\tts_basic\7540\7540_7540_101799_000008_000001_000066.wav,fake,7540,1,13.873,LibriTTS,vits,7540_101799_000008_000001,train\real\LibriTTS\7540\7540_101799_000008_000001_005320.wav
fake\tts_basic\2827\2827_2827_170438_000009_000006_000067.wav,fake,2827,1,9.169,LibriTTS,vits,2827_170438_000009_000006,train\real\LibriTTS\2827\2827_170438_000009_000006_013983.wav
fake\tts_basic\1392\1392_1392_135659_000010_000001_000068.wav,fake,1392,1,18.337,LibriTTS,vits,1392_135659_000010_000001,train\real\LibriTTS\1392\1392_135659_000010_000001_012731.wav
fake\tts_basic\5319\5319_5319_64075_000010_000003_000069.wav,fake,5319,1,26.642,LibriTTS,vits,5319_64075_000010_000003,train\real\LibriTTS\5319\5319_64075_000010_000003_004543.wav
fake\tts_basic\288\288_288_131218_000057_000000_000070.wav,fake,288,1,14.577,LibriTTS,vits,288_131218_000057_000000,train\real\LibriTTS\288\288_131218_000057_000000_000541.wav
fake\tts_basic\337\337_337_123025_000016_000001_000071.wav,fake,337,1,7.233,LibriTTS,vits,337_123025_000016_000001,train\real\LibriTTS\337\337_123025_000016_000001_007181.wav
fake\tts_basic\4945\4945_4945_29091_000027_000003_000072.wav,fake,4945,1,11.939,LibriTTS,vits,4945_29091_000027_000003,train\real\LibriTTS\4945\4945_29091_000027_000003_005746.wav
fake\tts_basic\100\100_100_122655_000030_000000_000073.wav,fake,100,1,13.713,LibriTTS,vits,100_122655_000030_000000,train\real\LibriTTS\100\100_122655_000030_000000_011499.wav
fake\tts_basic\7437\7437_7437_96153_000038_000001_000074.wav,fake,7437,1,16.609,LibriTTS,vits,7437_96153_000038_000001,train\real\LibriTTS\7437\7437_96153_000038_000001_001051.wav
fake\tts_basic\1885\1885_1885_136863_000018_000002_000075.wav,fake,1885,1,17.761,LibriTTS,vits,1885_136863_000018_000002,train\real\LibriTTS\1885\1885_136863_000018_000002_007324.wav
fake\tts_basic\5333\5333_5333_5083_000017_000002_000076.wav,fake,5333,1,20.017,LibriTTS,vits,5333_5083_000017_000002,train\real\LibriTTS\5333\5333_5083_000017_000002_004771.wav
fake\tts_basic\8498\8498_8498_287357_000045_000000_000077.wav,fake,8498,1,7.873,LibriTTS,vits,8498_287357_000045_000000,train\real\LibriTTS\8498\8498_287357_000045_000000_014710.wav
fake\tts_basic\3380\3380_3380_64298_000005_000000_000078.wav,fake,3380,1,8.769,LibriTTS,vits,3380_64298_000005_000000,train\real\LibriTTS\3380\3380_64298_000005_000000_012421.wav
fake\tts_basic\7789\7789_7789_103120_000073_000001_000079.wav,fake,7789,1,16.529,LibriTTS,vits,7789_103120_000073_000001,train\real\LibriTTS\7789\7789_103120_000073_000001_005272.wav
fake\tts_basic\1638\1638_1638_84448_000063_000002_000080.wav,fake,1638,1,7.363,LibriTTS,vits,1638_84448_000063_000002,train\real\LibriTTS\1638\1638_84448_000063_000002_002507.wav
fake\tts_basic\1060\1060_1060_134451_000005_000007_000081.wav,fake,1060,1,26.209,LibriTTS,vits,1060_134451_000005_000007,train\real\LibriTTS\1060\1060_134451_000005_000007_005916.wav
fake\tts_basic\9022\9022_9022_282383_000010_000004_000082.wav,fake,9022,1,34.305,LibriTTS,vits,9022_282383_000010_000004,train\real\LibriTTS\9022\9022_282383_000010_000004_000673.wav
fake\tts_basic\7540\7540_7540_101262_000022_000000_000083.wav,fake,7540,1,9.281,LibriTTS,vits,7540_101262_000022_000000,train\real\LibriTTS\7540\7540_101262_000022_000000_012632.wav
fake\tts_basic\8194\8194_8194_89388_000006_000007_000084.wav,fake,8194,1,8.049,LibriTTS,vits,8194_89388_000006_000007,train\real\LibriTTS\8194\8194_89388_000006_000007_008511.wav
fake\tts_basic\2774\2774_2774_131722_000042_000001_000085.wav,fake,2774,1,11.443,LibriTTS,vits,2774_131722_000042_000001,train\real\LibriTTS\2774\2774_131722_000042_000001_013084.wav
fake\tts_basic\329\329_329_862_000010_000000_000086.wav,fake,329,1,9.185,LibriTTS,vits,329_862_000010_000000,train\real\LibriTTS\329\329_862_000010_000000_002784.wav
fake\tts_basic\207\207_207_122801_000015_000003_000087.wav,fake,207,1,13.713,LibriTTS,vits,207_122801_000015_000003,train\real\LibriTTS\207\207_122801_000015_000003_000025.wav
fake\tts_basic\7594\7594_7594_81881_000007_000002_000088.wav,fake,7594,1,18.129,LibriTTS,vits,7594_81881_000007_000002,train\real\LibriTTS\7594\7594_81881_000007_000002_004250.wav
fake\tts_basic\7945\7945_7945_112011_000027_000001_000089.wav,fake,7945,1,12.977,LibriTTS,vits,7945_112011_000027_000001,train\real\LibriTTS\7945\7945_112011_000027_000001_011430.wav
fake\tts_basic\7245\7245_7245_104890_000146_000000_000090.wav,fake,7245,1,24.614,LibriTTS,vits,7245_104890_000146_000000,train\real\LibriTTS\7245\7245_104890_000146_000000_008374.wav
fake\tts_basic\5266\5266_5266_41151_000046_000000_000091.wav,fake,5266,1,11.217,LibriTTS,vits,5266_41151_000046_000000,train\real\LibriTTS\5266\5266_41151_000046_000000_003630.wav
fake\tts_basic\7766\7766_7766_109658_000003_000007_000092.wav,fake,7766,1,7.601,LibriTTS,vits,7766_109658_000003_000007,train\real\LibriTTS\7766\7766_109658_000003_000007_005090.wav
fake\tts_basic\3540\3540_3540_163612_000051_000000_000093.wav,fake,3540,1,9.137,LibriTTS,vits,3540_163612_000051_000000,train\real\LibriTTS\3540\3540_163612_000051_000000_009892.wav
fake\tts_basic\3448\3448_3448_5416_000003_000002_000094.wav,fake,3448,1,31.393,LibriTTS,vits,3448_5416_000003_000002,train\real\LibriTTS\3448\3448_5416_000003_000002_006724.wav
fake\tts_basic\8008\8008_8008_271812_000029_000000_000095.wav,fake,8008,1,10.177,LibriTTS,vits,8008_271812_000029_000000,train\real\LibriTTS\8008\8008_271812_000029_000000_006745.wav
fake\tts_basic\3224\3224_3224_168199_000004_000005_000096.wav,fake,3224,1,23.713,LibriTTS,vits,3224_168199_000004_000005,train\real\LibriTTS\3224\3224_168199_000004_000005_006913.wav
fake\tts_basic\3781\3781_3781_156973_000030_000000_000097.wav,fake,3781,1,20.369,LibriTTS,vits,3781_156973_000030_000000,train\real\LibriTTS\3781\3781_156973_000030_000000_003754.wav
fake\tts_basic\8080\8080_8080_274558_000024_000006_000098.wav,fake,8080,1,27.105,LibriTTS,vits,8080_274558_000024_000006,train\real\LibriTTS\8080\8080_274558_000024_000006_008887.wav
fake\tts_basic\8152\8152_8152_282985_000008_000001_000099.wav,fake,8152,1,10.753,LibriTTS,vits,8152_282985_000008_000001,train\real\LibriTTS\8152\8152_282985_000008_000001_006598.wav
fake\tts_basic\2204\2204_2204_131732_000013_000006_000100.wav,fake,2204,1,9.937,LibriTTS,vits,2204_131732_000013_000006,train\real\LibriTTS\2204\2204_131732_000013_000006_010775.wav
fake\tts_basic\1052\1052_1052_139307_000003_000002_000101.wav,fake,1052,1,8.561,LibriTTS,vits,1052_139307_000003_000002,train\real\LibriTTS\1052\1052_139307_000003_000002_014578.wav
fake\tts_basic\8195\8195_8195_117382_000052_000005_000102.wav,fake,8195,1,28.369,LibriTTS,vits,8195_117382_000052_000005,train\real\LibriTTS\8195\8195_117382_000052_000005_004913.wav
fake\tts_basic\1777\1777_1777_142750_000014_000001_000103.wav,fake,1777,1,13.217,LibriTTS,vits,1777_142750_000014_000001,train\real\LibriTTS\1777\1777_142750_000014_000001_010672.wav
fake\tts_basic\7484\7484_7484_39971_000017_000011_000104.wav,fake,7484,1,7.905,LibriTTS,vits,7484_39971_000017_000011,train\real\LibriTTS\7484\7484_39971_000017_000011_013114.wav
fake\tts_basic\8459\8459_8459_285173_000001_000003_000105.wav,fake,8459,1,13.105,LibriTTS,vits,8459_285173_000001_000003,train\real\LibriTTS\8459\8459_285173_000001_000003_006411.wav
fake\tts_basic\2960\2960_2960_155152_000012_000013_000106.wav,fake,2960,1,11.665,LibriTTS,vits,2960_155152_000012_000013,train\real\LibriTTS\2960\2960_155152_000012_000013_010276.wav
fake\tts_basic\6286\6286_6286_69422_000011_000009_000107.wav,fake,6286,1,16.993,LibriTTS,vits,6286_69422_000011_000009,train\real\LibriTTS\6286\6286_69422_000011_000009_014082.wav
fake\tts_basic\3009\3009_3009_10327_000013_000002_000108.wav,fake,3009,1,15.873,LibriTTS,vits,3009_10327_000013_000002,train\real\LibriTTS\3009\3009_10327_000013_000002_014636.wav
fake\tts_basic\1826\1826_1826_142752_000005_000000_000109.wav,fake,1826,1,12.833,LibriTTS,vits,1826_142752_000005_000000,train\real\LibriTTS\1826\1826_142752_000005_000000_004949.wav
fake\tts_basic\6492\6492_6492_68369_000004_000000_000110.wav,fake,6492,1,8.417,LibriTTS,vits,6492_68369_000004_000000,train\real\LibriTTS\6492\6492_68369_000004_000000_012364.wav
fake\tts_basic\8824\8824_8824_279153_000006_000002_000111.wav,fake,8824,1,13.681,LibriTTS,vits,8824_279153_000006_000002,train\real\LibriTTS\8824\8824_279153_000006_000002_008425.wav
fake\tts_basic\2053\2053_2053_138888_000044_000010_000112.wav,fake,2053,1,11.969,LibriTTS,vits,2053_138888_000044_000010,train\real\LibriTTS\2053\2053_138888_000044_000010_001829.wav
fake\tts_basic\3228\3228_3228_4691_000006_000004_000113.wav,fake,3228,1,17.937,LibriTTS,vits,3228_4691_000006_000004,train\real\LibriTTS\3228\3228_4691_000006_000004_001417.wav
fake\tts_basic\2992\2992_2992_164100_000038_000003_000114.wav,fake,2992,1,16.241,LibriTTS,vits,2992_164100_000038_000003,train\real\LibriTTS\2992\2992_164100_000038_000003_002468.wav
fake\tts_basic\8008\8008_8008_271817_000008_000001_000115.wav,fake,8008,1,8.897,LibriTTS,vits,8008_271817_000008_000001,train\real\LibriTTS\8008\8008_271817_000008_000001_008030.wav
fake\tts_basic\7520\7520_7520_258986_000011_000005_000116.wav,fake,7520,1,12.193,LibriTTS,vits,7520_258986_000011_000005,train\real\LibriTTS\7520\7520_258986_000011_000005_012499.wav
fake\tts_basic\3537\3537_3537_5704_000001_000002_000117.wav,fake,3537,1,15.793,LibriTTS,vits,3537_5704_000001_000002,train\real\LibriTTS\3537\3537_5704_000001_000002_004484.wav
fake\tts_basic\2787\2787_2787_157400_000107_000001_000118.wav,fake,2787,1,11.601,LibriTTS,vits,2787_157400_000107_000001,train\real\LibriTTS\2787\2787_157400_000107_000001_011892.wav
fake\tts_basic\8591\8591_8591_284444_000052_000003_000119.wav,fake,8591,1,13.298,LibriTTS,vits,8591_284444_000052_000003,train\real\LibriTTS\8591\8591_284444_000052_000003_010095.wav
fake\tts_basic\8758\8758_8758_291168_000033_000000_000120.wav,fake,8758,1,18.258,LibriTTS,vits,8758_291168_000033_000000,train\real\LibriTTS\8758\8758_291168_000033_000000_003367.wav
fake\tts_basic\6555\6555_6555_398_000008_000001_000121.wav,fake,6555,1,17.169,LibriTTS,vits,6555_398_000008_000001,train\real\LibriTTS\6555\6555_398_000008_000001_003100.wav
fake\tts_basic\3157\3157_3157_168062_000040_000001_000122.wav,fake,3157,1,9.937,LibriTTS,vits,3157_168062_000040_000001,train\real\LibriTTS\3157\3157_168062_000040_000001_004545.wav
fake\tts_basic\8113\8113_8113_117384_000003_000004_000123.wav,fake,8113,1,9.569,LibriTTS,vits,8113_117384_000003_000004,train\real\LibriTTS\8113\8113_117384_000003_000004_013756.wav
fake\tts_basic\8474\8474_8474_281187_000005_000001_000124.wav,fake,8474,1,11.089,LibriTTS,vits,8474_281187_000005_000001,train\real\LibriTTS\8474\8474_281187_000005_000001_014081.wav
fake\tts_basic\1752\1752_1752_16632_000045_000001_000125.wav,fake,1752,1,14.978,LibriTTS,vits,1752_16632_000045_000001,train\real\LibriTTS\1752\1752_16632_000045_000001_013444.wav
fake\tts_basic\3923\3923_3923_174992_000003_000019_000126.wav,fake,3923,1,23.201,LibriTTS,vits,3923_174992_000003_000019,train\real\LibriTTS\3923\3923_174992_000003_000019_003310.wav
fake\tts_basic\6378\6378_6378_61781_000005_000000_000127.wav,fake,6378,1,18.049,LibriTTS,vits,6378_61781_000005_000000,train\real\LibriTTS\6378\6378_61781_000005_000000_014678.wav
fake\tts_basic\5126\5126_5126_36956_000028_000000_000128.wav,fake,5126,1,8.465,LibriTTS,vits,5126_36956_000028_000000,train\real\LibriTTS\5126\5126_36956_000028_000000_013425.wav
fake\tts_basic\2827\2827_2827_170440_000008_000003_000129.wav,fake,2827,1,12.609,LibriTTS,vits,2827_170440_000008_000003,train\real\LibriTTS\2827\2827_170440_000008_000003_005151.wav
fake\tts_basic\8605\8605_8605_276939_000011_000000_000130.wav,fake,8605,1,23.905,LibriTTS,vits,8605_276939_000011_000000,train\real\LibriTTS\8605\8605_276939_000011_000000_002773.wav
fake\tts_basic\4731\4731_4731_95875_000011_000001_000131.wav,fake,4731,1,11.617,LibriTTS,vits,4731_95875_000011_000001,train\real\LibriTTS\4731\4731_95875_000011_000001_002970.wav
fake\tts_basic\8677\8677_8677_296078_000036_000000_000132.wav,fake,8677,1,27.314,LibriTTS,vits,8677_296078_000036_000000,train\real\LibriTTS\8677\8677_296078_000036_000000_008879.wav
fake\tts_basic\3864\3864_3864_185125_000003_000005_000133.wav,fake,3864,1,26.514,LibriTTS,vits,3864_185125_000003_000005,train\real\LibriTTS\3864\3864_185125_000003_000005_006884.wav
fake\tts_basic\6927\6927_6927_86043_000013_000000_000134.wav,fake,6927,1,11.841,LibriTTS,vits,6927_86043_000013_000000,train\real\LibriTTS\6927\6927_86043_000013_000000_005732.wav
fake\tts_basic\2774\2774_2774_131722_000049_000006_000135.wav,fake,2774,1,17.297,LibriTTS,vits,2774_131722_000049_000006,train\real\LibriTTS\2774\2774_131722_000049_000006_004385.wav
fake\tts_basic\7229\7229_7229_80656_000015_000002_000136.wav,fake,7229,1,9.425,LibriTTS,vits,7229_80656_000015_000002,train\real\LibriTTS\7229\7229_80656_000015_000002_012862.wav
fake\tts_basic\1182\1182_1182_133396_000032_000000_000137.wav,fake,1182,1,19.233,LibriTTS,vits,1182_133396_000032_000000,train\real\LibriTTS\1182\1182_133396_000032_000000_001472.wav
fake\tts_basic\7258\7258_7258_91905_000008_000009_000138.wav,fake,7258,1,14.081,LibriTTS,vits,7258_91905_000008_000009,train\real\LibriTTS\7258\7258_91905_000008_000009_010555.wav
fake\tts_basic\7754\7754_7754_108640_000033_000000_000139.wav,fake,7754,1,7.217,LibriTTS,vits,7754_108640_000033_000000,train\real\LibriTTS\7754\7754_108640_000033_000000_007345.wav
fake\tts_basic\4222\4222_4222_187005_000031_000001_000140.wav,fake,4222,1,13.425,LibriTTS,vits,4222_187005_000031_000001,train\real\LibriTTS\4222\4222_187005_000031_000001_001699.wav
fake\tts_basic\119\119_119_129514_000024_000006_000141.wav,fake,119,1,9.505,LibriTTS,vits,119_129514_000024_000006,train\real\LibriTTS\119\119_129514_000024_000006_003653.wav
