path,label,speaker_id,fake_level,duration,source_dataset,synthesis_tool,text_id,reference_path
fake\vc_basic\3157\3157_3157_119295_000036_000000_000035.wav,fake,3157,3,13.649,LibriTTS,your_tts,3157_119295_000036_000000,train\real\LibriTTS\3157\3157_119295_000036_000000_005935.wav
fake\vc_basic\4860\4860_4860_13185_000025_000004_000036.wav,fake,4860,3,12.049,LibriTTS,your_tts,4860_13185_000025_000004,train\real\LibriTTS\4860\4860_13185_000025_000004_005807.wav
fake\vc_basic\2960\2960_2960_155151_000003_000005_000037.wav,fake,2960,3,10.993,LibriTTS,your_tts,2960_155151_000003_000005,train\real\LibriTTS\2960\2960_155151_000003_000005_011287.wav
fake\vc_basic\8142\8142_8142_3966_000019_000001_000038.wav,fake,8142,3,5.969,LibriTTS,your_tts,8142_3966_000019_000001,train\real\LibriTTS\8142\8142_3966_000019_000001_001312.wav
fake\vc_basic\7294\7294_7294_92934_000016_000002_000039.wav,fake,7294,3,13.697,LibriTTS,your_tts,7294_92934_000016_000002,train\real\LibriTTS\7294\7294_92934_000016_000002_009005.wav
fake\vc_basic\8006\8006_8006_112593_000003_000003_000040.wav,fake,8006,3,21.137,LibriTTS,your_tts,8006_112593_000003_000003,train\real\LibriTTS\8006\8006_112593_000003_000003_002181.wav
fake\vc_basic\3728\3728_3728_105398_000072_000001_000041.wav,fake,3728,3,9.073,LibriTTS,your_tts,3728_105398_000072_000001,train\real\LibriTTS\3728\3728_105398_000072_000001_014614.wav
fake\vc_basic\7995\7995_7995_280250_000015_000000_000042.wav,fake,7995,3,10.657,LibriTTS,your_tts,7995_280250_000015_000000,train\real\LibriTTS\7995\7995_280250_000015_000000_001083.wav
fake\vc_basic\1283\1283_1283_129808_000033_000005_000043.wav,fake,1283,3,9.169,LibriTTS,your_tts,1283_129808_000033_000005,train\real\LibriTTS\1283\1283_129808_000033_000005_006941.wav
fake\vc_basic\5126\5126_5126_36956_000011_000002_000044.wav,fake,5126,3,11.089,LibriTTS,your_tts,5126_36956_000011_000002,train\real\LibriTTS\5126\5126_36956_000011_000002_010396.wav
fake\vc_basic\225\225_225_131276_000008_000001_000045.wav,fake,225,3,7.121,LibriTTS,your_tts,225_131276_000008_000001,train\real\LibriTTS\225\225_131276_000008_000001_003315.wav
fake\vc_basic\4860\4860_4860_13185_000035_000002_000046.wav,fake,4860,3,8.593,LibriTTS,your_tts,4860_13185_000035_000002,train\real\LibriTTS\4860\4860_13185_000035_000002_007624.wav
fake\vc_basic\4243\4243_4243_14929_000014_000004_000047.wav,fake,4243,3,11.858,LibriTTS,your_tts,4243_14929_000014_000004,train\real\LibriTTS\4243\4243_14929_000014_000004_009908.wav
fake\vc_basic\1777\1777_1777_142750_000005_000003_000048.wav,fake,1777,3,8.753,LibriTTS,your_tts,1777_142750_000005_000003,train\real\LibriTTS\1777\1777_142750_000005_000003_007992.wav
fake\vc_basic\205\205_205_123882_000022_000001_000049.wav,fake,205,3,7.041,LibriTTS,your_tts,205_123882_000022_000001,train\real\LibriTTS\205\205_123882_000022_000001_011024.wav
fake\vc_basic\6406\6406_6406_88089_000057_000002_000050.wav,fake,6406,3,4.657,LibriTTS,your_tts,6406_88089_000057_000002,train\real\LibriTTS\6406\6406_88089_000057_000002_005371.wav
fake\vc_basic\8771\8771_8771_294523_000005_000001_000051.wav,fake,8771,3,6.641,LibriTTS,your_tts,8771_294523_000005_000001,train\real\LibriTTS\8771\8771_294523_000005_000001_007613.wav
fake\vc_basic\7314\7314_7314_93277_000014_000002_000052.wav,fake,7314,3,9.089,LibriTTS,your_tts,7314_93277_000014_000002,train\real\LibriTTS\7314\7314_93277_000014_000002_002275.wav
fake\vc_basic\7982\7982_7982_245691_000075_000001_000053.wav,fake,7982,3,6.545,LibriTTS,your_tts,7982_245691_000075_000001,train\real\LibriTTS\7982\7982_245691_000075_000001_005440.wav
fake\vc_basic\6120\6120_6120_56179_000037_000001_000054.wav,fake,6120,3,6.753,LibriTTS,your_tts,6120_56179_000037_000001,train\real\LibriTTS\6120\6120_56179_000037_000001_005162.wav
fake\vc_basic\7705\7705_7705_101579_000038_000004_000055.wav,fake,7705,3,8.226,LibriTTS,your_tts,7705_101579_000038_000004,train\real\LibriTTS\7705\7705_101579_000038_000004_005851.wav
fake\vc_basic\6032\6032_6032_56222_000027_000003_000056.wav,fake,6032,3,15.217,LibriTTS,your_tts,6032_56222_000027_000003,train\real\LibriTTS\6032\6032_56222_000027_000003_011960.wav
fake\vc_basic\2654\2654_2654_158744_000022_000004_000057.wav,fake,2654,3,6.625,LibriTTS,your_tts,2654_158744_000022_000004,train\real\LibriTTS\2654\2654_158744_000022_000004_009739.wav
fake\vc_basic\7754\7754_7754_105383_000022_000000_000058.wav,fake,7754,3,12.513,LibriTTS,your_tts,7754_105383_000022_000000,train\real\LibriTTS\7754\7754_105383_000022_000000_001346.wav
fake\vc_basic\6499\6499_6499_87508_000036_000000_000059.wav,fake,6499,3,7.297,LibriTTS,your_tts,6499_87508_000036_000000,train\real\LibriTTS\6499\6499_87508_000036_000000_005757.wav
fake\vc_basic\7766\7766_7766_109658_000038_000001_000060.wav,fake,7766,3,7.889,LibriTTS,your_tts,7766_109658_000038_000001,train\real\LibriTTS\7766\7766_109658_000038_000001_001852.wav
fake\vc_basic\2294\2294_2294_169656_000006_000012_000061.wav,fake,2294,3,8.129,LibriTTS,your_tts,2294_169656_000006_000012,train\real\LibriTTS\2294\2294_169656_000006_000012_006170.wav
fake\vc_basic\4098\4098_4098_11546_000014_000000_000062.wav,fake,4098,3,10.417,LibriTTS,your_tts,4098_11546_000014_000000,train\real\LibriTTS\4098\4098_11546_000014_000000_013685.wav
fake\vc_basic\7995\7995_7995_280250_000015_000003_000063.wav,fake,7995,3,12.465,LibriTTS,your_tts,7995_280250_000015_000003,train\real\LibriTTS\7995\7995_280250_000015_000003_003245.wav
fake\vc_basic\5092\5092_5092_28465_000028_000002_000064.wav,fake,5092,3,17.201,LibriTTS,your_tts,5092_28465_000028_000002,train\real\LibriTTS\5092\5092_28465_000028_000002_002227.wav
fake\vc_basic\98\98_98_121658_000017_000000_000065.wav,fake,98,3,8.305,LibriTTS,your_tts,98_121658_000017_000000,train\real\LibriTTS\98\98_121658_000017_000000_012247.wav
fake\vc_basic\7540\7540_7540_101799_000008_000001_000066.wav,fake,7540,3,8.209,LibriTTS,your_tts,7540_101799_000008_000001,train\real\LibriTTS\7540\7540_101799_000008_000001_005320.wav
fake\vc_basic\2827\2827_2827_170438_000009_000006_000067.wav,fake,2827,3,5.425,LibriTTS,your_tts,2827_170438_000009_000006,train\real\LibriTTS\2827\2827_170438_000009_000006_013983.wav
fake\vc_basic\1392\1392_1392_135659_000010_000001_000068.wav,fake,1392,3,10.865,LibriTTS,your_tts,1392_135659_000010_000001,train\real\LibriTTS\1392\1392_135659_000010_000001_012731.wav
fake\vc_basic\5319\5319_5319_64075_000010_000003_000069.wav,fake,5319,3,17.25,LibriTTS,your_tts,5319_64075_000010_000003,train\real\LibriTTS\5319\5319_64075_000010_000003_004543.wav
fake\vc_basic\288\288_288_131218_000057_000000_000070.wav,fake,288,3,10.801,LibriTTS,your_tts,288_131218_000057_000000,train\real\LibriTTS\288\288_131218_000057_000000_000541.wav
fake\vc_basic\337\337_337_123025_000016_000001_000071.wav,fake,337,3,5.681,LibriTTS,your_tts,337_123025_000016_000001,train\real\LibriTTS\337\337_123025_000016_000001_007181.wav
fake\vc_basic\4945\4945_4945_29091_000027_000003_000072.wav,fake,4945,3,7.827,LibriTTS,your_tts,4945_29091_000027_000003,train\real\LibriTTS\4945\4945_29091_000027_000003_005746.wav
fake\vc_basic\100\100_100_122655_000030_000000_000073.wav,fake,100,3,9.969,LibriTTS,your_tts,100_122655_000030_000000,train\real\LibriTTS\100\100_122655_000030_000000_011499.wav
fake\vc_basic\7437\7437_7437_96153_000038_000001_000074.wav,fake,7437,3,11.009,LibriTTS,your_tts,7437_96153_000038_000001,train\real\LibriTTS\7437\7437_96153_000038_000001_001051.wav
fake\vc_basic\1885\1885_1885_136863_000018_000002_000075.wav,fake,1885,3,11.377,LibriTTS,your_tts,1885_136863_000018_000002,train\real\LibriTTS\1885\1885_136863_000018_000002_007324.wav
fake\vc_basic\5333\5333_5333_5083_000017_000002_000076.wav,fake,5333,3,12.689,LibriTTS,your_tts,5333_5083_000017_000002,train\real\LibriTTS\5333\5333_5083_000017_000002_004771.wav
fake\vc_basic\8498\8498_8498_287357_000045_000000_000077.wav,fake,8498,3,4.353,LibriTTS,your_tts,8498_287357_000045_000000,train\real\LibriTTS\8498\8498_287357_000045_000000_014710.wav
fake\vc_basic\3380\3380_3380_64298_000005_000000_000078.wav,fake,3380,3,4.929,LibriTTS,your_tts,3380_64298_000005_000000,train\real\LibriTTS\3380\3380_64298_000005_000000_012421.wav
fake\vc_basic\7789\7789_7789_103120_000073_000001_000079.wav,fake,7789,3,10.689,LibriTTS,your_tts,7789_103120_000073_000001,train\real\LibriTTS\7789\7789_103120_000073_000001_005272.wav
fake\vc_basic\1638\1638_1638_84448_000063_000002_000080.wav,fake,1638,3,7.107,LibriTTS,your_tts,1638_84448_000063_000002,train\real\LibriTTS\1638\1638_84448_000063_000002_002507.wav
fake\vc_basic\1060\1060_1060_134451_000005_000007_000081.wav,fake,1060,3,18.545,LibriTTS,your_tts,1060_134451_000005_000007,train\real\LibriTTS\1060\1060_134451_000005_000007_005916.wav
fake\vc_basic\9022\9022_9022_282383_000010_000004_000082.wav,fake,9022,3,23.441,LibriTTS,your_tts,9022_282383_000010_000004,train\real\LibriTTS\9022\9022_282383_000010_000004_000673.wav
fake\vc_basic\7540\7540_7540_101262_000022_000000_000083.wav,fake,7540,3,5.361,LibriTTS,your_tts,7540_101262_000022_000000,train\real\LibriTTS\7540\7540_101262_000022_000000_012632.wav
fake\vc_basic\8194\8194_8194_89388_000006_000007_000084.wav,fake,8194,3,5.985,LibriTTS,your_tts,8194_89388_000006_000007,train\real\LibriTTS\8194\8194_89388_000006_000007_008511.wav
fake\vc_basic\2774\2774_2774_131722_000042_000001_000085.wav,fake,2774,3,6.403,LibriTTS,your_tts,2774_131722_000042_000001,train\real\LibriTTS\2774\2774_131722_000042_000001_013084.wav
fake\vc_basic\329\329_329_862_000010_000000_000086.wav,fake,329,3,6.593,LibriTTS,your_tts,329_862_000010_000000,train\real\LibriTTS\329\329_862_000010_000000_002784.wav
fake\vc_basic\207\207_207_122801_000015_000003_000087.wav,fake,207,3,8.561,LibriTTS,your_tts,207_122801_000015_000003,train\real\LibriTTS\207\207_122801_000015_000003_000025.wav
fake\vc_basic\7594\7594_7594_81881_000007_000002_000088.wav,fake,7594,3,13.297,LibriTTS,your_tts,7594_81881_000007_000002,train\real\LibriTTS\7594\7594_81881_000007_000002_004250.wav
fake\vc_basic\7945\7945_7945_112011_000027_000001_000089.wav,fake,7945,3,10.913,LibriTTS,your_tts,7945_112011_000027_000001,train\real\LibriTTS\7945\7945_112011_000027_000001_011430.wav
fake\vc_basic\7245\7245_7245_104890_000146_000000_000090.wav,fake,7245,3,18.598,LibriTTS,your_tts,7245_104890_000146_000000,train\real\LibriTTS\7245\7245_104890_000146_000000_008374.wav
fake\vc_basic\5266\5266_5266_41151_000046_000000_000091.wav,fake,5266,3,6.497,LibriTTS,your_tts,5266_41151_000046_000000,train\real\LibriTTS\5266\5266_41151_000046_000000_003630.wav
fake\vc_basic\7766\7766_7766_109658_000003_000007_000092.wav,fake,7766,3,4.593,LibriTTS,your_tts,7766_109658_000003_000007,train\real\LibriTTS\7766\7766_109658_000003_000007_005090.wav
fake\vc_basic\3540\3540_3540_163612_000051_000000_000093.wav,fake,3540,3,4.577,LibriTTS,your_tts,3540_163612_000051_000000,train\real\LibriTTS\3540\3540_163612_000051_000000_009892.wav
fake\vc_basic\3448\3448_3448_5416_000003_000002_000094.wav,fake,3448,3,23.649,LibriTTS,your_tts,3448_5416_000003_000002,train\real\LibriTTS\3448\3448_5416_000003_000002_006724.wav
fake\vc_basic\8008\8008_8008_271812_000029_000000_000095.wav,fake,8008,3,6.209,LibriTTS,your_tts,8008_271812_000029_000000,train\real\LibriTTS\8008\8008_271812_000029_000000_006745.wav
fake\vc_basic\3224\3224_3224_168199_000004_000005_000096.wav,fake,3224,3,14.417,LibriTTS,your_tts,3224_168199_000004_000005,train\real\LibriTTS\3224\3224_168199_000004_000005_006913.wav
fake\vc_basic\3781\3781_3781_156973_000030_000000_000097.wav,fake,3781,3,14.449,LibriTTS,your_tts,3781_156973_000030_000000,train\real\LibriTTS\3781\3781_156973_000030_000000_003754.wav
fake\vc_basic\8080\8080_8080_274558_000024_000006_000098.wav,fake,8080,3,20.449,LibriTTS,your_tts,8080_274558_000024_000006,train\real\LibriTTS\8080\8080_274558_000024_000006_008887.wav
fake\vc_basic\8152\8152_8152_282985_000008_000001_000099.wav,fake,8152,3,7.201,LibriTTS,your_tts,8152_282985_000008_000001,train\real\LibriTTS\8152\8152_282985_000008_000001_006598.wav
fake\vc_basic\2204\2204_2204_131732_000013_000006_000100.wav,fake,2204,3,5.713,LibriTTS,your_tts,2204_131732_000013_000006,train\real\LibriTTS\2204\2204_131732_000013_000006_010775.wav
fake\vc_basic\1052\1052_1052_139307_000003_000002_000101.wav,fake,1052,3,6.001,LibriTTS,your_tts,1052_139307_000003_000002,train\real\LibriTTS\1052\1052_139307_000003_000002_014578.wav
fake\vc_basic\8195\8195_8195_117382_000052_000005_000102.wav,fake,8195,3,20.785,LibriTTS,your_tts,8195_117382_000052_000005,train\real\LibriTTS\8195\8195_117382_000052_000005_004913.wav
fake\vc_basic\1777\1777_1777_142750_000014_000001_000103.wav,fake,1777,3,5.777,LibriTTS,your_tts,1777_142750_000014_000001,train\real\LibriTTS\1777\1777_142750_000014_000001_010672.wav
fake\vc_basic\7484\7484_7484_39971_000017_000011_000104.wav,fake,7484,3,6.017,LibriTTS,your_tts,7484_39971_000017_000011,train\real\LibriTTS\7484\7484_39971_000017_000011_013114.wav
fake\vc_basic\8459\8459_8459_285173_000001_000003_000105.wav,fake,8459,3,6.561,LibriTTS,your_tts,8459_285173_000001_000003,train\real\LibriTTS\8459\8459_285173_000001_000003_006411.wav
fake\vc_basic\2960\2960_2960_155152_000012_000013_000106.wav,fake,2960,3,8.273,LibriTTS,your_tts,2960_155152_000012_000013,train\real\LibriTTS\2960\2960_155152_000012_000013_010276.wav
fake\vc_basic\6286\6286_6286_69422_000011_000009_000107.wav,fake,6286,3,12.545,LibriTTS,your_tts,6286_69422_000011_000009,train\real\LibriTTS\6286\6286_69422_000011_000009_014082.wav
fake\vc_basic\3009\3009_3009_10327_000013_000002_000108.wav,fake,3009,3,11.601,LibriTTS,your_tts,3009_10327_000013_000002,train\real\LibriTTS\3009\3009_10327_000013_000002_014636.wav
fake\vc_basic\1826\1826_1826_142752_000005_000000_000109.wav,fake,1826,3,8.945,LibriTTS,your_tts,1826_142752_000005_000000,train\real\LibriTTS\1826\1826_142752_000005_000000_004949.wav
fake\vc_basic\6492\6492_6492_68369_000004_000000_000110.wav,fake,6492,3,6.081,LibriTTS,your_tts,6492_68369_000004_000000,train\real\LibriTTS\6492\6492_68369_000004_000000_012364.wav
fake\vc_basic\8824\8824_8824_279153_000006_000002_000111.wav,fake,8824,3,8.545,LibriTTS,your_tts,8824_279153_000006_000002,train\real\LibriTTS\8824\8824_279153_000006_000002_008425.wav
fake\vc_basic\2053\2053_2053_138888_000044_000010_000112.wav,fake,2053,3,8.417,LibriTTS,your_tts,2053_138888_000044_000010,train\real\LibriTTS\2053\2053_138888_000044_000010_001829.wav
fake\vc_basic\3228\3228_3228_4691_000006_000004_000113.wav,fake,3228,3,10.369,LibriTTS,your_tts,3228_4691_000006_000004,train\real\LibriTTS\3228\3228_4691_000006_000004_001417.wav
fake\vc_basic\2570\2570_2570_157243_000023_000000_000114.wav,fake,2570,3,9.778,LibriTTS,your_tts,2570_157243_000023_000000,train\real\LibriTTS\2570\2570_157243_000023_000000_014175.wav
fake\vc_basic\2992\2992_2992_164100_000038_000003_000115.wav,fake,2992,3,11.281,LibriTTS,your_tts,2992_164100_000038_000003,train\real\LibriTTS\2992\2992_164100_000038_000003_002468.wav
fake\vc_basic\8008\8008_8008_271817_000008_000001_000116.wav,fake,8008,3,5.521,LibriTTS,your_tts,8008_271817_000008_000001,train\real\LibriTTS\8008\8008_271817_000008_000001_008030.wav
fake\vc_basic\7520\7520_7520_258986_000011_000005_000117.wav,fake,7520,3,7.489,LibriTTS,your_tts,7520_258986_000011_000005,train\real\LibriTTS\7520\7520_258986_000011_000005_012499.wav
fake\vc_basic\3537\3537_3537_5704_000001_000002_000118.wav,fake,3537,3,10.977,LibriTTS,your_tts,3537_5704_000001_000002,train\real\LibriTTS\3537\3537_5704_000001_000002_004484.wav
fake\vc_basic\2787\2787_2787_157400_000107_000001_000119.wav,fake,2787,3,7.393,LibriTTS,your_tts,2787_157400_000107_000001,train\real\LibriTTS\2787\2787_157400_000107_000001_011892.wav
fake\vc_basic\8591\8591_8591_284444_000052_000003_000120.wav,fake,8591,3,8.61,LibriTTS,your_tts,8591_284444_000052_000003,train\real\LibriTTS\8591\8591_284444_000052_000003_010095.wav
fake\vc_basic\8758\8758_8758_291168_000033_000000_000121.wav,fake,8758,3,11.666,LibriTTS,your_tts,8758_291168_000033_000000,train\real\LibriTTS\8758\8758_291168_000033_000000_003367.wav
fake\vc_basic\6555\6555_6555_398_000008_000001_000122.wav,fake,6555,3,12.801,LibriTTS,your_tts,6555_398_000008_000001,train\real\LibriTTS\6555\6555_398_000008_000001_003100.wav
fake\vc_basic\3157\3157_3157_168062_000040_000001_000123.wav,fake,3157,3,6.337,LibriTTS,your_tts,3157_168062_000040_000001,train\real\LibriTTS\3157\3157_168062_000040_000001_004545.wav
fake\vc_basic\8113\8113_8113_117384_000003_000004_000124.wav,fake,8113,3,7.009,LibriTTS,your_tts,8113_117384_000003_000004,train\real\LibriTTS\8113\8113_117384_000003_000004_013756.wav
fake\vc_basic\8474\8474_8474_281187_000005_000001_000125.wav,fake,8474,3,6.241,LibriTTS,your_tts,8474_281187_000005_000001,train\real\LibriTTS\8474\8474_281187_000005_000001_014081.wav
fake\vc_basic\1752\1752_1752_16632_000045_000001_000126.wav,fake,1752,3,9.09,LibriTTS,your_tts,1752_16632_000045_000001,train\real\LibriTTS\1752\1752_16632_000045_000001_013444.wav
fake\vc_basic\3923\3923_3923_174992_000003_000019_000127.wav,fake,3923,3,14.609,LibriTTS,your_tts,3923_174992_000003_000019,train\real\LibriTTS\3923\3923_174992_000003_000019_003310.wav
fake\vc_basic\6378\6378_6378_61781_000005_000000_000128.wav,fake,6378,3,11.841,LibriTTS,your_tts,6378_61781_000005_000000,train\real\LibriTTS\6378\6378_61781_000005_000000_014678.wav
fake\vc_basic\5126\5126_5126_36956_000028_000000_000129.wav,fake,5126,3,6.433,LibriTTS,your_tts,5126_36956_000028_000000,train\real\LibriTTS\5126\5126_36956_000028_000000_013425.wav
fake\vc_basic\2827\2827_2827_170440_000008_000003_000130.wav,fake,2827,3,8.289,LibriTTS,your_tts,2827_170440_000008_000003,train\real\LibriTTS\2827\2827_170440_000008_000003_005151.wav
fake\vc_basic\8605\8605_8605_276939_000011_000000_000131.wav,fake,8605,3,14.049,LibriTTS,your_tts,8605_276939_000011_000000,train\real\LibriTTS\8605\8605_276939_000011_000000_002773.wav
fake\vc_basic\4731\4731_4731_95875_000011_000001_000132.wav,fake,4731,3,7.025,LibriTTS,your_tts,4731_95875_000011_000001,train\real\LibriTTS\4731\4731_95875_000011_000001_002970.wav
fake\vc_basic\8677\8677_8677_296078_000036_000000_000133.wav,fake,8677,3,18.834,LibriTTS,your_tts,8677_296078_000036_000000,train\real\LibriTTS\8677\8677_296078_000036_000000_008879.wav
fake\vc_basic\3864\3864_3864_185125_000003_000005_000134.wav,fake,3864,3,15.346,LibriTTS,your_tts,3864_185125_000003_000005,train\real\LibriTTS\3864\3864_185125_000003_000005_006884.wav
fake\vc_basic\6927\6927_6927_86043_000013_000000_000135.wav,fake,6927,3,8.049,LibriTTS,your_tts,6927_86043_000013_000000,train\real\LibriTTS\6927\6927_86043_000013_000000_005732.wav
fake\vc_basic\2774\2774_2774_131722_000049_000006_000136.wav,fake,2774,3,7.937,LibriTTS,your_tts,2774_131722_000049_000006,train\real\LibriTTS\2774\2774_131722_000049_000006_004385.wav
fake\vc_basic\7229\7229_7229_80656_000015_000002_000137.wav,fake,7229,3,7.057,LibriTTS,your_tts,7229_80656_000015_000002,train\real\LibriTTS\7229\7229_80656_000015_000002_012862.wav
fake\vc_basic\1182\1182_1182_133396_000032_000000_000138.wav,fake,1182,3,10.929,LibriTTS,your_tts,1182_133396_000032_000000,train\real\LibriTTS\1182\1182_133396_000032_000000_001472.wav
