path,label,speaker_id,fake_level,duration,source_dataset,synthesis_tool,text_id,reference_path
fake\vc_simulated\2004\2004_2004_147967_000007_000003_000015.wav,fake,2004,4,7.121,LibriTTS,your_tts_simulated,2004_147967_000007_000003,train\real\LibriTTS\5266\5266_41151_000024_000000_010607.wav
fake\vc_simulated\2673\2673_2673_156474_000004_000002_000016.wav,fake,2673,4,13.585,LibriTTS,your_tts_simulated,2673_156474_000004_000002,train\real\LibriTTS\5583\5583_41919_000005_000002_002407.wav
fake\vc_simulated\6446\6446_6446_57416_000034_000001_000017.wav,fake,6446,4,8.289,LibriTTS,your_tts_simulated,6446_57416_000034_000001,train\real\LibriTTS\3083\3083_7944_000011_000000_014967.wav
fake\vc_simulated\4837\4837_4837_285896_000036_000001_000018.wav,fake,4837,4,6.865,LibriTTS,your_tts_simulated,4837_285896_000036_000001,train\real\LibriTTS\663\663_128990_000007_000004_001569.wav
fake\vc_simulated\1054\1054_1054_143005_000083_000004_000019.wav,fake,1054,4,7.089,LibriTTS,your_tts_simulated,1054_143005_000083_000004,train\real\LibriTTS\764\764_132272_000011_000004_000245.wav
fake\vc_simulated\5401\5401_5401_39508_000012_000001_000020.wav,fake,5401,4,9.409,LibriTTS,your_tts_simulated,5401_39508_000012_000001,train\real\LibriTTS\6446\6446_57416_000013_000000_005877.wav
fake\vc_simulated\6505\6505_6505_231837_000014_000000_000021.wav,fake,6505,4,12.833,LibriTTS,your_tts_simulated,6505_231837_000014_000000,train\real\LibriTTS\7982\7982_110054_000019_000002_000796.wav
fake\vc_simulated\4856\4856_4856_20410_000059_000001_000022.wav,fake,4856,4,17.425,LibriTTS,your_tts_simulated,4856_20410_000059_000001,train\real\LibriTTS\1445\1445_139404_000007_000006_010248.wav
fake\vc_simulated\3361\3361_3361_130131_000028_000001_000023.wav,fake,3361,4,7.665,LibriTTS,your_tts_simulated,3361_130131_000028_000001,train\real\LibriTTS\8119\8119_115686_000053_000005_002762.wav
fake\vc_simulated\3274\3274_3274_167022_000040_000000_000024.wav,fake,3274,4,7.121,LibriTTS,your_tts_simulated,3274_167022_000040_000000,train\real\LibriTTS\7982\7982_110054_000028_000001_009944.wav
fake\vc_simulated\3551\3551_3551_7887_000026_000002_000025.wav,fake,3551,4,5.505,LibriTTS,your_tts_simulated,3551_7887_000026_000002,train\real\LibriTTS\984\984_137141_000014_000006_001586.wav
fake\vc_simulated\8011\8011_8011_291458_000004_000000_000026.wav,fake,8011,4,18.049,LibriTTS,your_tts_simulated,8011_291458_000004_000000,train\real\LibriTTS\8786\8786_276735_000006_000005_011048.wav
fake\vc_simulated\4860\4860_4860_13185_000025_000004_000027.wav,fake,4860,4,12.257,LibriTTS,your_tts_simulated,4860_13185_000025_000004,train\real\LibriTTS\192\192_123167_000008_000000_008676.wav
fake\vc_simulated\2960\2960_2960_155151_000003_000005_000028.wav,fake,2960,4,9.473,LibriTTS,your_tts_simulated,2960_155151_000003_000005,train\real\LibriTTS\4438\4438_48513_000005_000000_013697.wav
fake\vc_simulated\8142\8142_8142_3966_000019_000001_000029.wav,fake,8142,4,5.009,LibriTTS,your_tts_simulated,8142_3966_000019_000001,train\real\LibriTTS\4148\4148_183988_000032_000000_003360.wav
fake\vc_simulated\7294\7294_7294_92934_000016_000002_000030.wav,fake,7294,4,10.497,LibriTTS,your_tts_simulated,7294_92934_000016_000002,train\real\LibriTTS\4289\4289_21393_000010_000000_007962.wav
fake\vc_simulated\8006\8006_8006_112593_000003_000003_000031.wav,fake,8006,4,21.281,LibriTTS,your_tts_simulated,8006_112593_000003_000003,train\real\LibriTTS\6567\6567_53342_000013_000006_006769.wav
fake\vc_simulated\1283\1283_1283_129808_000033_000005_000032.wav,fake,1283,4,7.249,LibriTTS,your_tts_simulated,1283_129808_000033_000005,train\real\LibriTTS\7538\7538_100045_000040_000001_013474.wav
fake\vc_simulated\5126\5126_5126_36956_000011_000002_000033.wav,fake,5126,4,8.081,LibriTTS,your_tts_simulated,5126_36956_000011_000002,train\real\LibriTTS\8875\8875_293959_000017_000001_009575.wav
fake\vc_simulated\225\225_225_131276_000008_000001_000034.wav,fake,225,4,6.753,LibriTTS,your_tts_simulated,225_131276_000008_000001,train\real\LibriTTS\6620\6620_283138_000023_000003_012483.wav
fake\vc_simulated\4243\4243_4243_14929_000014_000004_000035.wav,fake,4243,4,9.618,LibriTTS,your_tts_simulated,4243_14929_000014_000004,train\real\LibriTTS\589\589_146346_000026_000004_001674.wav
fake\vc_simulated\1777\1777_1777_142750_000005_000003_000036.wav,fake,1777,4,10.225,LibriTTS,your_tts_simulated,1777_142750_000005_000003,train\real\LibriTTS\6555\6555_398_000035_000000_000301.wav
fake\vc_simulated\205\205_205_123882_000022_000001_000037.wav,fake,205,4,10.193,LibriTTS,your_tts_simulated,205_123882_000022_000001,train\real\LibriTTS\7982\7982_245691_000060_000000_014335.wav
fake\vc_simulated\6406\6406_6406_88089_000057_000002_000038.wav,fake,6406,4,6.705,LibriTTS,your_tts_simulated,6406_88089_000057_000002,train\real\LibriTTS\5063\5063_32451_000057_000000_004787.wav
fake\vc_simulated\8771\8771_8771_294523_000005_000001_000039.wav,fake,8771,4,7.649,LibriTTS,your_tts_simulated,8771_294523_000005_000001,train\real\LibriTTS\1779\1779_142733_000016_000004_000012.wav
fake\vc_simulated\7982\7982_7982_245691_000075_000001_000040.wav,fake,7982,4,6.801,LibriTTS,your_tts_simulated,7982_245691_000075_000001,train\real\LibriTTS\4145\4145_14013_000017_000003_007435.wav
fake\vc_simulated\7705\7705_7705_101579_000038_000004_000041.wav,fake,7705,4,7.554,LibriTTS,your_tts_simulated,7705_101579_000038_000004,train\real\LibriTTS\836\836_130900_000063_000000_002671.wav
fake\vc_simulated\2654\2654_2654_158744_000022_000004_000042.wav,fake,2654,4,7.009,LibriTTS,your_tts_simulated,2654_158744_000022_000004,train\real\LibriTTS\1641\1641_130505_000052_000000_007974.wav
fake\vc_simulated\7754\7754_7754_105383_000022_000000_000043.wav,fake,7754,4,9.105,LibriTTS,your_tts_simulated,7754_105383_000022_000000,train\real\LibriTTS\1313\1313_136054_000008_000000_011929.wav
fake\vc_simulated\6499\6499_6499_87508_000036_000000_000044.wav,fake,6499,4,6.305,LibriTTS,your_tts_simulated,6499_87508_000036_000000,train\real\LibriTTS\3258\3258_169291_000011_000001_012033.wav
fake\vc_simulated\7766\7766_7766_109658_000038_000001_000045.wav,fake,7766,4,7.505,LibriTTS,your_tts_simulated,7766_109658_000038_000001,train\real\LibriTTS\5940\5940_54613_000033_000000_006286.wav
fake\vc_simulated\2294\2294_2294_169656_000006_000012_000046.wav,fake,2294,4,9.761,LibriTTS,your_tts_simulated,2294_169656_000006_000012,train\real\LibriTTS\7816\7816_108621_000001_000001_008175.wav
fake\vc_simulated\4098\4098_4098_11546_000014_000000_000047.wav,fake,4098,4,8.737,LibriTTS,your_tts_simulated,4098_11546_000014_000000,train\real\LibriTTS\510\510_130101_000006_000000_013429.wav
fake\vc_simulated\5092\5092_5092_28465_000028_000002_000048.wav,fake,5092,4,17.009,LibriTTS,your_tts_simulated,5092_28465_000028_000002,train\real\LibriTTS\296\296_129659_000004_000006_009300.wav
fake\vc_simulated\98\98_98_121658_000017_000000_000049.wav,fake,98,4,8.401,LibriTTS,your_tts_simulated,98_121658_000017_000000,train\real\LibriTTS\2010\2010_147045_000068_000001_009529.wav
fake\vc_simulated\2827\2827_2827_170438_000009_000006_000050.wav,fake,2827,4,5.105,LibriTTS,your_tts_simulated,2827_170438_000009_000006,train\real\LibriTTS\5767\5767_48579_000007_000002_006874.wav
fake\vc_simulated\1392\1392_1392_135659_000010_000001_000051.wav,fake,1392,4,12.897,LibriTTS,your_tts_simulated,1392_135659_000010_000001,train\real\LibriTTS\7484\7484_39971_000013_000025_004744.wav
fake\vc_simulated\288\288_288_131218_000057_000000_000052.wav,fake,288,4,8.865,LibriTTS,your_tts_simulated,288_131218_000057_000000,train\real\LibriTTS\6388\6388_64974_000080_000000_006787.wav
fake\vc_simulated\337\337_337_123025_000016_000001_000053.wav,fake,337,4,4.545,LibriTTS,your_tts_simulated,337_123025_000016_000001,train\real\LibriTTS\7688\7688_105390_000009_000000_009716.wav
fake\vc_simulated\4945\4945_4945_29091_000027_000003_000054.wav,fake,4945,4,6.579,LibriTTS,your_tts_simulated,4945_29091_000027_000003,train\real\LibriTTS\3615\3615_14674_000038_000002_011348.wav
fake\vc_simulated\100\100_100_122655_000030_000000_000055.wav,fake,100,4,10.945,LibriTTS,your_tts_simulated,100_122655_000030_000000,train\real\LibriTTS\5876\5876_8675_000036_000000_007229.wav
fake\vc_simulated\7437\7437_7437_96153_000038_000001_000056.wav,fake,7437,4,11.841,LibriTTS,your_tts_simulated,7437_96153_000038_000001,train\real\LibriTTS\6120\6120_14976_000017_000002_014253.wav
fake\vc_simulated\1885\1885_1885_136863_000018_000002_000057.wav,fake,1885,4,15.809,LibriTTS,your_tts_simulated,1885_136863_000018_000002,train\real\LibriTTS\5883\5883_59268_000099_000000_003568.wav
fake\vc_simulated\8498\8498_8498_287357_000045_000000_000058.wav,fake,8498,4,6.049,LibriTTS,your_tts_simulated,8498_287357_000045_000000,train\real\LibriTTS\7229\7229_80656_000008_000001_012277.wav
fake\vc_simulated\3380\3380_3380_64298_000005_000000_000059.wav,fake,3380,4,5.489,LibriTTS,your_tts_simulated,3380_64298_000005_000000,train\real\LibriTTS\2294\2294_161714_000009_000002_010227.wav
fake\vc_simulated\1638\1638_1638_84448_000063_000002_000060.wav,fake,1638,4,5.043,LibriTTS,your_tts_simulated,1638_84448_000063_000002,train\real\LibriTTS\1460\1460_138289_000052_000000_003790.wav
fake\vc_simulated\7540\7540_7540_101262_000022_000000_000061.wav,fake,7540,4,5.985,LibriTTS,your_tts_simulated,7540_101262_000022_000000,train\real\LibriTTS\6727\6727_10344_000004_000001_000221.wav
fake\vc_simulated\8194\8194_8194_89388_000006_000007_000062.wav,fake,8194,4,5.457,LibriTTS,your_tts_simulated,8194_89388_000006_000007,train\real\LibriTTS\4719\4719_25765_000004_000002_005674.wav
fake\vc_simulated\2774\2774_2774_131722_000042_000001_000063.wav,fake,2774,4,6.707,LibriTTS,your_tts_simulated,2774_131722_000042_000001,train\real\LibriTTS\4590\4590_18006_000003_000003_010713.wav
fake\vc_simulated\329\329_329_862_000010_000000_000064.wav,fake,329,4,5.073,LibriTTS,your_tts_simulated,329_862_000010_000000,train\real\LibriTTS\8396\8396_120282_000029_000002_003591.wav
fake\vc_simulated\207\207_207_122801_000015_000003_000065.wav,fake,207,4,8.833,LibriTTS,your_tts_simulated,207_122801_000015_000003,train\real\LibriTTS\4744\4744_31668_000003_000001_005337.wav
fake\vc_simulated\7594\7594_7594_81881_000007_000002_000066.wav,fake,7594,4,10.897,LibriTTS,your_tts_simulated,7594_81881_000007_000002,train\real\LibriTTS\3869\3869_700_000050_000001_007592.wav
fake\vc_simulated\7245\7245_7245_104890_000146_000000_000067.wav,fake,7245,4,18.518,LibriTTS,your_tts_simulated,7245_104890_000146_000000,train\real\LibriTTS\4519\4519_80189_000012_000003_003588.wav
fake\vc_simulated\5266\5266_5266_41151_000046_000000_000068.wav,fake,5266,4,6.497,LibriTTS,your_tts_simulated,5266_41151_000046_000000,train\real\LibriTTS\8575\8575_290350_000003_000002_011171.wav
fake\vc_simulated\3540\3540_3540_163612_000051_000000_000069.wav,fake,3540,4,6.449,LibriTTS,your_tts_simulated,3540_163612_000051_000000,train\real\LibriTTS\7867\7867_275218_000013_000000_011031.wav
fake\vc_simulated\3448\3448_3448_5416_000003_000002_000070.wav,fake,3448,4,22.177,LibriTTS,your_tts_simulated,3448_5416_000003_000002,train\real\LibriTTS\4434\4434_73958_000032_000007_008347.wav
fake\vc_simulated\8008\8008_8008_271812_000029_000000_000071.wav,fake,8008,4,6.897,LibriTTS,your_tts_simulated,8008_271812_000029_000000,train\real\LibriTTS\953\953_130625_000055_000003_012922.wav
fake\vc_simulated\3224\3224_3224_168199_000004_000005_000072.wav,fake,3224,4,14.801,LibriTTS,your_tts_simulated,3224_168199_000004_000005,train\real\LibriTTS\7558\7558_89894_000027_000000_003280.wav
fake\vc_simulated\3781\3781_3781_156973_000030_000000_000073.wav,fake,3781,4,13.985,LibriTTS,your_tts_simulated,3781_156973_000030_000000,train\real\LibriTTS\5655\5655_46268_000041_000000_006389.wav
fake\vc_simulated\8080\8080_8080_274558_000024_000006_000074.wav,fake,8080,4,15.185,LibriTTS,your_tts_simulated,8080_274558_000024_000006,train\real\LibriTTS\2137\2137_131751_000010_000000_013860.wav
fake\vc_simulated\2204\2204_2204_131732_000013_000006_000075.wav,fake,2204,4,4.961,LibriTTS,your_tts_simulated,2204_131732_000013_000006,train\real\LibriTTS\6553\6553_86683_000003_000001_005115.wav
fake\vc_simulated\8195\8195_8195_117382_000052_000005_000076.wav,fake,8195,4,19.873,LibriTTS,your_tts_simulated,8195_117382_000052_000005,train\real\LibriTTS\3307\3307_145145_000036_000000_013102.wav
fake\vc_simulated\1777\1777_1777_142750_000014_000001_000077.wav,fake,1777,4,9.009,LibriTTS,your_tts_simulated,1777_142750_000014_000001,train\real\LibriTTS\8008\8008_271812_000042_000000_010341.wav
fake\vc_simulated\7484\7484_7484_39971_000017_000011_000078.wav,fake,7484,4,5.585,LibriTTS,your_tts_simulated,7484_39971_000017_000011,train\real\LibriTTS\3490\3490_177641_000040_000000_001946.wav
fake\vc_simulated\8459\8459_8459_285173_000001_000003_000079.wav,fake,8459,4,10.465,LibriTTS,your_tts_simulated,8459_285173_000001_000003,train\real\LibriTTS\8057\8057_271826_000016_000000_013723.wav
fake\vc_simulated\2960\2960_2960_155152_000012_000013_000080.wav,fake,2960,4,7.377,LibriTTS,your_tts_simulated,2960_155152_000012_000013,train\real\LibriTTS\6098\6098_57836_000037_000002_012159.wav
fake\vc_simulated\6286\6286_6286_69422_000011_000009_000081.wav,fake,6286,4,10.721,LibriTTS,your_tts_simulated,6286_69422_000011_000009,train\real\LibriTTS\6352\6352_83633_000008_000002_003391.wav
fake\vc_simulated\3009\3009_3009_10327_000013_000002_000082.wav,fake,3009,4,8.769,LibriTTS,your_tts_simulated,3009_10327_000013_000002,train\real\LibriTTS\8152\8152_258974_000031_000007_002074.wav
fake\vc_simulated\1826\1826_1826_142752_000005_000000_000083.wav,fake,1826,4,11.665,LibriTTS,your_tts_simulated,1826_142752_000005_000000,train\real\LibriTTS\986\986_129388_000060_000005_013092.wav
fake\vc_simulated\6492\6492_6492_68369_000004_000000_000084.wav,fake,6492,4,5.681,LibriTTS,your_tts_simulated,6492_68369_000004_000000,train\real\LibriTTS\7926\7926_254949_000004_000004_009841.wav
fake\vc_simulated\8824\8824_8824_279153_000006_000002_000085.wav,fake,8824,4,10.241,LibriTTS,your_tts_simulated,8824_279153_000006_000002,train\real\LibriTTS\272\272_130227_000009_000003_014924.wav
fake\vc_simulated\2053\2053_2053_138888_000044_000010_000086.wav,fake,2053,4,9.553,LibriTTS,your_tts_simulated,2053_138888_000044_000010,train\real\LibriTTS\8300\8300_275127_000018_000000_011823.wav
fake\vc_simulated\3228\3228_3228_4691_000006_000004_000087.wav,fake,3228,4,11.953,LibriTTS,your_tts_simulated,3228_4691_000006_000004,train\real\LibriTTS\1482\1482_140072_000008_000000_005971.wav
fake\vc_simulated\2992\2992_2992_164100_000038_000003_000088.wav,fake,2992,4,15.537,LibriTTS,your_tts_simulated,2992_164100_000038_000003,train\real\LibriTTS\1335\1335_27593_000008_000002_005042.wav
fake\vc_simulated\7520\7520_7520_258986_000011_000005_000089.wav,fake,7520,4,8.113,LibriTTS,your_tts_simulated,7520_258986_000011_000005,train\real\LibriTTS\7910\7910_105673_000008_000001_009604.wav
fake\vc_simulated\3537\3537_3537_5704_000001_000002_000090.wav,fake,3537,4,11.553,LibriTTS,your_tts_simulated,3537_5704_000001_000002,train\real\LibriTTS\8194\8194_89388_000006_000010_000749.wav
fake\vc_simulated\2787\2787_2787_157400_000107_000001_000091.wav,fake,2787,4,7.841,LibriTTS,your_tts_simulated,2787_157400_000107_000001,train\real\LibriTTS\9022\9022_282383_000010_000000_006100.wav
fake\vc_simulated\8591\8591_8591_284444_000052_000003_000092.wav,fake,8591,4,9.698,LibriTTS,your_tts_simulated,8591_284444_000052_000003,train\real\LibriTTS\204\204_287139_000034_000001_009776.wav
fake\vc_simulated\8758\8758_8758_291168_000033_000000_000093.wav,fake,8758,4,10.658,LibriTTS,your_tts_simulated,8758_291168_000033_000000,train\real\LibriTTS\3008\3008_164328_000020_000002_001681.wav
fake\vc_simulated\3157\3157_3157_168062_000040_000001_000094.wav,fake,3157,4,5.217,LibriTTS,your_tts_simulated,3157_168062_000040_000001,train\real\LibriTTS\3540\3540_163612_000099_000000_004858.wav
fake\vc_simulated\8113\8113_8113_117384_000003_000004_000095.wav,fake,8113,4,5.873,LibriTTS,your_tts_simulated,8113_117384_000003_000004,train\real\LibriTTS\8713\8713_300047_000005_000001_003134.wav
fake\vc_simulated\8474\8474_8474_281187_000005_000001_000096.wav,fake,8474,4,8.449,LibriTTS,your_tts_simulated,8474_281187_000005_000001,train\real\LibriTTS\6341\6341_64956_000053_000001_009926.wav
fake\vc_simulated\1752\1752_1752_16632_000045_000001_000097.wav,fake,1752,4,9.234,LibriTTS,your_tts_simulated,1752_16632_000045_000001,train\real\LibriTTS\1365\1365_134830_000034_000000_003904.wav
fake\vc_simulated\3923\3923_3923_174992_000003_000019_000098.wav,fake,3923,4,16.401,LibriTTS,your_tts_simulated,3923_174992_000003_000019,train\real\LibriTTS\8075\8075_279239_000011_000001_014368.wav
fake\vc_simulated\6378\6378_6378_61781_000005_000000_000099.wav,fake,6378,4,11.505,LibriTTS,your_tts_simulated,6378_61781_000005_000000,train\real\LibriTTS\14\14_208_000019_000002_013942.wav
fake\vc_simulated\5126\5126_5126_36956_000028_000000_000100.wav,fake,5126,4,6.833,LibriTTS,your_tts_simulated,5126_36956_000028_000000,train\real\LibriTTS\731\731_366_000022_000005_002541.wav
fake\vc_simulated\2827\2827_2827_170440_000008_000003_000101.wav,fake,2827,4,8.561,LibriTTS,your_tts_simulated,2827_170440_000008_000003,train\real\LibriTTS\7276\7276_90847_000044_000002_013353.wav
fake\vc_simulated\8605\8605_8605_276939_000011_000000_000102.wav,fake,8605,4,13.777,LibriTTS,your_tts_simulated,8605_276939_000011_000000,train\real\LibriTTS\5731\5731_50778_000035_000000_014480.wav
fake\vc_simulated\3864\3864_3864_185125_000003_000005_000103.wav,fake,3864,4,22.946,LibriTTS,your_tts_simulated,3864_185125_000003_000005,train\real\LibriTTS\5876\5876_8675_000058_000002_013205.wav
fake\vc_simulated\6927\6927_6927_86043_000013_000000_000104.wav,fake,6927,4,6.977,LibriTTS,your_tts_simulated,6927_86043_000013_000000,train\real\LibriTTS\718\718_129594_000034_000003_012249.wav
fake\vc_simulated\2774\2774_2774_131722_000049_000006_000105.wav,fake,2774,4,9.569,LibriTTS,your_tts_simulated,2774_131722_000049_000006,train\real\LibriTTS\114\114_129317_000011_000000_004585.wav
fake\vc_simulated\7258\7258_7258_91905_000008_000009_000106.wav,fake,7258,4,9.009,LibriTTS,your_tts_simulated,7258_91905_000008_000009,train\real\LibriTTS\3294\3294_167609_000003_000000_011794.wav
fake\vc_simulated\7754\7754_7754_108640_000033_000000_000107.wav,fake,7754,4,4.289,LibriTTS,your_tts_simulated,7754_108640_000033_000000,train\real\LibriTTS\2388\2388_153728_000003_000004_003004.wav
fake\vc_simulated\4222\4222_4222_187005_000031_000001_000108.wav,fake,4222,4,7.409,LibriTTS,your_tts_simulated,4222_187005_000031_000001,train\real\LibriTTS\3914\3914_10088_000032_000002_012374.wav
fake\vc_simulated\119\119_119_129514_000024_000006_000109.wav,fake,119,4,6.145,LibriTTS,your_tts_simulated,119_129514_000024_000006,train\real\LibriTTS\7030\7030_64588_000010_000002_014031.wav
fake\vc_simulated\4806\4806_4806_26895_000017_000000_000110.wav,fake,4806,4,10.593,LibriTTS,your_tts_simulated,4806_26895_000017_000000,train\real\LibriTTS\3114\3114_170977_000128_000000_003446.wav
fake\vc_simulated\2774\2774_2774_131722_000006_000002_000111.wav,fake,2774,4,16.113,LibriTTS,your_tts_simulated,2774_131722_000006_000002,train\real\LibriTTS\1446\1446_122614_000028_000000_012019.wav
fake\vc_simulated\7994\7994_7994_258959_000035_000004_000112.wav,fake,7994,4,8.145,LibriTTS,your_tts_simulated,7994_258959_000035_000004,train\real\LibriTTS\2709\2709_158074_000049_000005_002975.wav
fake\vc_simulated\2238\2238_2238_121413_000055_000000_000113.wav,fake,2238,4,6.529,LibriTTS,your_tts_simulated,2238_121413_000055_000000,train\real\LibriTTS\7868\7868_246932_000003_000001_013279.wav
fake\vc_simulated\3370\3370_3370_163384_000058_000004_000114.wav,fake,3370,4,6.481,LibriTTS,your_tts_simulated,3370_163384_000058_000004,train\real\LibriTTS\8119\8119_115686_000053_000005_002762.wav
fake\vc_simulated\6080\6080_6080_58025_000009_000006_000115.wav,fake,6080,4,7.825,LibriTTS,your_tts_simulated,6080_58025_000009_000006,train\real\LibriTTS\8006\8006_112593_000006_000000_002809.wav
fake\vc_simulated\5712\5712_5712_48842_000027_000002_000116.wav,fake,5712,4,5.777,LibriTTS,your_tts_simulated,5712_48842_000027_000002,train\real\LibriTTS\6550\6550_53343_000020_000010_009323.wav
fake\vc_simulated\176\176_176_123269_000014_000004_000117.wav,fake,176,4,8.353,LibriTTS,your_tts_simulated,176_123269_000014_000004,train\real\LibriTTS\2785\2785_163322_000056_000001_005393.wav
fake\vc_simulated\2971\2971_2971_4275_000043_000000_000118.wav,fake,2971,4,6.049,LibriTTS,your_tts_simulated,2971_4275_000043_000000,train\real\LibriTTS\8176\8176_115046_000039_000000_014815.wav
fake\vc_simulated\3994\3994_3994_156757_000006_000002_000119.wav,fake,3994,4,8.497,LibriTTS,your_tts_simulated,3994_156757_000006_000002,train\real\LibriTTS\6643\6643_67858_000028_000001_010496.wav
fake\vc_simulated\2149\2149_2149_8912_000034_000001_000120.wav,fake,2149,4,6.513,LibriTTS,your_tts_simulated,2149_8912_000034_000001,train\real\LibriTTS\5909\5909_111961_000007_000000_014214.wav
fake\vc_simulated\3638\3638_3638_758_000020_000000_000121.wav,fake,3638,4,9.521,LibriTTS,your_tts_simulated,3638_758_000020_000000,train\real\LibriTTS\2240\2240_148521_000015_000001_002471.wav
fake\vc_simulated\3307\3307_3307_145145_000042_000003_000122.wav,fake,3307,4,10.561,LibriTTS,your_tts_simulated,3307_145145_000042_000003,train\real\LibriTTS\4238\4238_12895_000006_000001_008751.wav
fake\vc_simulated\1313\1313_1313_136054_000030_000002_000123.wav,fake,1313,4,9.585,LibriTTS,your_tts_simulated,1313_136054_000030_000002,train\real\LibriTTS\329\329_861_000005_000004_008807.wav
fake\vc_simulated\439\439_439_123866_000020_000000_000124.wav,fake,439,4,9.409,LibriTTS,your_tts_simulated,439_123866_000020_000000,train\real\LibriTTS\3118\3118_5911_000011_000004_007083.wav
fake\vc_simulated\2582\2582_2582_155972_000010_000002_000125.wav,fake,2582,4,6.641,LibriTTS,your_tts_simulated,2582_155972_000010_000002,train\real\LibriTTS\6895\6895_96175_000021_000000_004196.wav
fake\vc_simulated\7134\7134_7134_67200_000012_000001_000126.wav,fake,7134,4,11.953,LibriTTS,your_tts_simulated,7134_67200_000012_000001,train\real\LibriTTS\2238\2238_121415_000100_000001_011053.wav
fake\vc_simulated\204\204_204_162375_000024_000002_000127.wav,fake,204,4,8.241,LibriTTS,your_tts_simulated,204_162375_000024_000002,train\real\LibriTTS\1079\1079_128631_000023_000001_006346.wav
fake\vc_simulated\3816\3816_3816_19585_000012_000000_000128.wav,fake,3816,4,24.593,LibriTTS,your_tts_simulated,3816_19585_000012_000000,train\real\LibriTTS\3032\3032_19361_000005_000000_013791.wav
fake\vc_simulated\8080\8080_8080_274558_000021_000001_000129.wav,fake,8080,4,8.465,LibriTTS,your_tts_simulated,8080_274558_000021_000001,train\real\LibriTTS\4335\4335_15081_000018_000012_008094.wav
fake\vc_simulated\258\258_258_121528_000016_000000_000130.wav,fake,258,4,11.777,LibriTTS,your_tts_simulated,258_121528_000016_000000,train\real\LibriTTS\7828\7828_105171_000073_000003_009784.wav
fake\vc_simulated\28\28_28_12332_000128_000005_000131.wav,fake,28,4,7.537,LibriTTS,your_tts_simulated,28_12332_000128_000005,train\real\LibriTTS\5293\5293_82020_000052_000000_007444.wav
fake\vc_simulated\8119\8119_8119_115686_000022_000000_000132.wav,fake,8119,4,7.025,LibriTTS,your_tts_simulated,8119_115686_000022_000000,train\real\LibriTTS\5940\5940_54613_000033_000000_006286.wav
