utterance_id,file_path,split,label,duration_sec
1015,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1015.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.855125
10159,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10159.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.95
10193,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10193.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.978125
1020,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1020.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8916875
1020,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1020.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9090625
10200,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10200.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9023125
10202,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10202.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8180625
10204,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10204.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9774375
10213,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10213.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7725
10216,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10216.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7203125
10223,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10223.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.855
10239,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10239.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.945875
10244,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10244.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7436875
10247,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10247.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.921
10278,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10278.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.956375
1028,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1028.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.905875
10281,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10281.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.929
10285,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10285.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.851
10293,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10293.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.981375
10296,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10296.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8239375
10308,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10308.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6876875
10312,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10312.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.929375
10317,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10317.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9918125
10318,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10318.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9079375
10319,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10319.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9185625
10322,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10322.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.606375
1033,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1033.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6188125
10356,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10356.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9378125
10364,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10364.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5148125
10366,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10366.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9993125
10367,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10367.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7916875
10370,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10370.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7679375
10375,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10375.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.872625
10396,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10396.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7011875
10403,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10403.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7425
1041,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1041.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.4364375
10410,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10410.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.4789375
10424,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10424.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.876125
10426,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10426.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8325625
1043,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1043.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9751875
10453,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10453.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.555375
10458,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10458.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8479375
10464,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10464.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.911125
10489,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10489.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7668125
1049,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1049.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.760125
10494,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10494.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7655625
10496,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10496.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.725875
10499,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10499.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.706125
105,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file105.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.75875
10509,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10509.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9456875
10510,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10510.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9591875
10517,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10517.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.821375
10538,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10538.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.915
10539,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10539.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9261875
10542,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10542.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.265625
10556,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10556.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.971
10563,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10563.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9801875
10566,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10566.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.824125
10573,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10573.wav,train,fake,0.8707482993197279
10573,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10573.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5994375
10582,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10582.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.95125
106,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file106.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8818125
10605,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10605.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9779375
10620,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10620.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9506875
10624,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10624.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9638125
10630,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10630.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.77475
10646,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10646.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8486875
10674,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10674.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9165625
10680,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10680.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8096875
10685,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10685.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9208125
10687,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10687.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6685625
10703,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10703.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.931625
10709,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10709.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9538125
1073,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1073.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.759375
10730,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10730.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.927
10758,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10758.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.801125
10768,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10768.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8893125
10773,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10773.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.640875
10774,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10774.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8896875
10776,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10776.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9630625
10800,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10800.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7013125
1082,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1082.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.900875
10822,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10822.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7223125
10858,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10858.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.79325
10859,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10859.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.841625
10862,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10862.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5505625
10868,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10868.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.98325
10869,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10869.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9963125
10877,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10877.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9659375
10893,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10893.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8186875
10906,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10906.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9910625
10914,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10914.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8330625
10928,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10928.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.51475
10935,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10935.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.853625
10936,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10936.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7239375
10951,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10951.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.79575
10959,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10959.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9058125
10961,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10961.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.918875
10966,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10966.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6600625
10987,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file10987.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9541875
11,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6994375
11039,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11039.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8954375
1104,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1104.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.75925
11044,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11044.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8836875
11045,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11045.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.683875
1105,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1105.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.99375
11084,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11084.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8865
11088,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11088.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.840375
11090,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11090.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5661875
11093,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11093.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.80075
11096,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11096.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7675
11102,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11102.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.771125
11108,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11108.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9949375
1111,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1111.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9935
11112,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11112.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8888125
11117,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11117.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.827625
11124,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11124.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9954375
11138,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11138.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8295625
11144,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11144.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5114375
1115,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1115.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9570625
11164,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11164.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8203125
11169,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11169.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9956875
11172,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11172.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.717125
11180,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11180.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7490625
11195,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11195.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.642625
11196,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11196.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.830875
11199,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11199.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.92725
11208,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11208.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8319375
11209,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11209.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9310625
11228,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11228.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8785
11234,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11234.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.827625
11239,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11239.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.4803125
11265,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11265.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6184375
11268,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11268.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.84425
11277,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11277.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7403125
11285,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11285.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.895875
11287,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11287.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.868625
11323,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11323.wav,train,fake,0.835
11323,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11323.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.694125
11338,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11338.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.676625
11343,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11343.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7589375
11351,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11351.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.939625
11356,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11356.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7125
11359,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11359.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.893
11364,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11364.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.853
11367,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11367.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.592625
1138,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1138.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6306875
1138,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1138.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8906875
11391,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11391.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9345625
11407,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11407.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9545625
1142,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1142.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7795
11465,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11465.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.93175
11504,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11504.wav,train,fake,0.95
11504,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11504.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8269375
11507,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file11507.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.602875
